genesymbol,seqname,start,end
MIR6771,chr16,50292616,50292675
BRD7,chr16,50313487,50368988
ENSG00000261393,chr16,50368580,50371480
LINC02178,chr16,50390916,50395133
ENSG00000260573,chr16,50407184,50546347
NKD1,chr16,50548396,50649249
ENSG00000260029,chr16,50551824,50553940
ENSG00000278909,chr16,50555355,50558719
ENSG00000205414,chr16,50606076,50613684
ENSG00000260249,chr16,50664903,50671639
SNX20,chr16,50666300,50681353
NOD2,chr16,50693588,50734041
ENSG00000270120,chr16,50712844,50713589
CYLD-AS1,chr16,50727417,50742815
CYLD,chr16,50742050,50801935
MIR3181,chr16,50742305,50742377
ENSG00000260616,chr16,50783859,50803338
LINC02168,chr16,50806668,50807629
LINC02128,chr16,50840017,50901063
ENSG00000260042,chr16,50856614,50879278
RNA5SP426,chr16,50869455,50869575
LINC02127,chr16,51017544,51035784
ENSG00000260605,chr16,51035118,51038764
ENSG00000260620,chr16,51054728,51056399
ENSG00000287718,chr16,51089466,51095952
SOD1P2,chr16,51107571,51108021
SALL1,chr16,51135982,51152334
ENSG00000261238,chr16,51149239,51149819
ENSG00000285367,chr16,51150770,51442519
ENSG00000280344,chr16,51176066,51178898
ENSG00000287256,chr16,51197769,51268117
ENSG00000261047,chr16,51244054,51244123
UNGP1,chr16,51277852,51279112
ENSG00000260850,chr16,51354456,51525173
HNRNPA1P48,chr16,51553436,51647132
RN7SKP142,chr16,51671236,51671563
LINC01571,chr16,51755325,51788208
LINC02911,chr16,52005487,52078474
ENSG00000261470,chr16,52078622,52080489
ENSG00000279779,chr16,52081568,52082096
LINC00919,chr16,52083064,52085109
LINC02180,chr16,52085210,52099120
ENSG00000260975,chr16,52198012,52227956
ENSG00000260478,chr16,52238081,52269574
CASC22,chr16,52258564,52280638
TOX3,chr16,52436417,52547802
ENSG00000279427,chr16,52436772,52437474
CASC16,chr16,52552084,52652132
ENSG00000285800,chr16,52583694,52588879
ENSG00000260963,chr16,52607006,52614640
ENSG00000260393,chr16,52607762,52608158
ENSG00000261261,chr16,52622115,52677747
ENSG00000234337,chr16,52655307,52656045
PHBP21,chr16,52934813,52935635
ENSG00000260258,chr16,52942139,52943464
ENSG00000260939,chr16,53010395,53011286
ENSG00000277639,chr16,53035690,53052873
CHD9,chr16,53054991,53329150
ENSG00000261291,chr16,53168522,53169450
ENSG00000280227,chr16,53227146,53227694
ENSG00000261056,chr16,53298224,53299792
ENSG00000279589,chr16,53310797,53311989
ENSG00000238645,chr16,53334562,53334664
RNA5SP427,chr16,53337453,53337571
ENSG00000259962,chr16,53362019,53363678
ENSG00000260078,chr16,53364982,53373083
ENSG00000261804,chr16,53373479,53385142
ENSG00000262714,chr16,53386944,53389085
ENSG00000279741,chr16,53389886,53390563
ENSG00000280027,chr16,53391089,53392473
RBL2,chr16,53433977,53491648
RNU6-1153P,chr16,53443228,53443332
ENSG00000259926,chr16,53448748,53449590
ENSG00000279344,chr16,53478957,53481550
ENSG00000279722,chr16,53487607,53489943
AKTIP,chr16,53491040,53504411
ENSG00000288801,chr16,53518402,53519511
ENSG00000287909,chr16,53544339,53545689
RPGRIP1L,chr16,53598153,53703938
ENSG00000275191,chr16,53628256,53628816
FTO,chr16,53701692,54158512
ENSG00000261630,chr16,53981229,53981912
ENSG00000280392,chr16,53991012,53994454
ENSG00000260194,chr16,53998313,53999969
ENSG00000261049,chr16,54033997,54054583
ENSG00000280454,chr16,54114697,54114878
ENSG00000259759,chr16,54239693,54240654
LINC02169,chr16,54245544,54270879
IRX3,chr16,54283304,54286787
ENSG00000283689,chr16,54285604,54289568
ENSG00000277559,chr16,54290965,54292422
LINC02140,chr16,54365996,54370794
ENSG00000287885,chr16,54370265,54374728
ENSG00000286845,chr16,54490281,54491396
LINC02183,chr16,54542808,54559100
ENSG00000283258,chr16,54628963,54657662
CRNDE,chr16,54845189,54929189
ENSG00000286357,chr16,54847316,54854991
ENSG00000289307,chr16,54929500,54930588
IRX5,chr16,54930865,54934485
ENSG00000259711,chr16,54934913,54954665
ENSG00000259725,chr16,54937786,54938671
MTND5P34,chr16,55007982,55008306
ENSG00000285775,chr16,55045700,55049318
ENSG00000259283,chr16,55259969,55333588
RN7SL841P,chr16,55291379,55291675
ENSG00000283423,chr16,55321575,55322686
IRX6,chr16,55324203,55330756
ENSG00000263207,chr16,55332355,55332967
RPL31P56,chr16,55352721,55353088
MMP2,chr16,55389700,55506691
ENSG00000274508,chr16,55425574,55426130
MMP2-AS1,chr16,55426797,55462297
ENSG00000279030,chr16,55486618,55488777
LPCAT2,chr16,55509072,55586666
ENSG00000261997,chr16,55538200,55542027
CAPNS2,chr16,55566684,55567687
SLC6A2,chr16,55655988,55707645
ENSG00000278928,chr16,55704119,55706422
CES1P2,chr16,55728115,55750111
CES1P1,chr16,55760566,55793960
CES1,chr16,55802851,55833337
CES5A,chr16,55846154,55956031
GNAO1-DT,chr16,55984009,56191118
ENSG00000279523,chr16,56108980,56109970
ENSG00000260041,chr16,56109537,56137000
GNAO1,chr16,56191390,56357444
GNAO1-AS1,chr16,56192614,56194518
MIR3935,chr16,56245520,56245623
ENSG00000287866,chr16,56282886,56299351
ENSG00000260198,chr16,56300616,56302904
ENSG00000279764,chr16,56306845,56308335
ENSG00000272372,chr16,56351886,56353524
AMFR,chr16,56361452,56425545
ENSG00000260621,chr16,56409320,56411683
NUDT21,chr16,56429133,56452199
ENSG00000288725,chr16,56430556,56501497
OGFOD1,chr16,56451521,56479104
BBS2,chr16,56465640,56582667
MT4,chr16,56565073,56568957
MT3,chr16,56589074,56591088
MT2A,chr16,56608584,56609497
ENSG00000260823,chr16,56609501,56611375
MT1L,chr16,56617428,56618830
MT1E,chr16,56625475,56627112
MT1M,chr16,56632659,56633981
MT1JP,chr16,56635739,56637086
MT1A,chr16,56638666,56640087
MT1DP,chr16,56643610,56644942
MT1CP,chr16,56648248,56649514
ENSG00000259923,chr16,56648881,56652636
MT1B,chr16,56651886,56653204
MT1F,chr16,56657731,56660698
MT1G,chr16,56666730,56668065
MT1H,chr16,56669814,56671129
MT1IP,chr16,56676132,56677763
MT1X,chr16,56682470,56684196
ENSG00000259827,chr16,56682470,56687807
DPPA2P4,chr16,56686851,56688052
NUP93-DT,chr16,56708450,56730010
NUP93,chr16,56730118,56850286
MIR138-2,chr16,56858518,56858601
SLC12A3,chr16,56865207,56915850
MIR6863,chr16,56904264,56904353
RPS24P17,chr16,56906534,56906956
HERPUD1,chr16,56932142,56944864
ENSG00000261270,chr16,56940278,56941342
ENSG00000261114,chr16,56941028,56941726
CETP,chr16,56961923,56983845
NLRC5,chr16,56989485,57083531
ENSG00000259922,chr16,57013071,57014100
ENSG00000260145,chr16,57052505,57058497
CPNE2-DT,chr16,57091213,57092303
CPNE2,chr16,57092583,57148369
ENSG00000279019,chr16,57140896,57144586
ENSG00000279803,chr16,57142652,57144936
PSME3IP1,chr16,57152466,57186116
ENSG00000285979,chr16,57177349,57181390
RSPRY1,chr16,57186137,57240469
ARL2BP,chr16,57245259,57253635
ENSG00000276663,chr16,57245832,57246396
ENSG00000260038,chr16,57247350,57248492
PLLP,chr16,57248547,57284672
RPL23AP91,chr16,57321352,57322117
ENSG00000271456,chr16,57332379,57332599
CCL22,chr16,57358783,57366189
CX3CL1,chr16,57372477,57385044
CCL17,chr16,57404767,57416063
CIAPIN1,chr16,57428187,57447420
COQ9,chr16,57447425,57461270
ENSG00000260345,chr16,57461055,57462737
POLR2C,chr16,57462660,57472009
DOK4,chr16,57471922,57487327
CCDC102A,chr16,57512181,57536571
ADGRG5,chr16,57542643,57591681
HMGB3P32,chr16,57603137,57603697
ADGRG1,chr16,57610652,57665580
ENSG00000261633,chr16,57622034,57631647
ADGRG3,chr16,57668277,57689378
ENSG00000260467,chr16,57681124,57701730
DRC7,chr16,57694793,57731805
ENSG00000260438,chr16,57713782,57714957
ENSG00000288753,chr16,57735532,57736671
KATNB1,chr16,57735739,57757244
KIFC3,chr16,57758217,57863053
ENSG00000276166,chr16,57759358,57760024
MIR6772,chr16,57772289,57772352
ENSG00000187185,chr16,57798186,57816946
RNU6-20P,chr16,57830536,57830642
CNGB1,chr16,57882340,57971128
TEPP,chr16,57976435,57988116
ZNF319,chr16,57994676,58000672
USB1,chr16,57999546,58021618
MMP15,chr16,58025754,58046901
Y_RNA,chr16,58083068,58083168
ENSG00000261151,chr16,58092053,58092947
CFAP20,chr16,58113592,58129381
ENSG00000260545,chr16,58116885,58119353
ENSG00000260927,chr16,58129519,58163246
CSNK2A2,chr16,58157907,58198106
ENSG00000260867,chr16,58197112,58217805
RN7SL645P,chr16,58199568,58199836
CCDC113,chr16,58231157,58283836
PRSS54,chr16,58279997,58295047
GINS3,chr16,58295080,58406147
RNU6-269P,chr16,58378052,58378148
ENSG00000261078,chr16,58382989,58383798
RNU6-1110P,chr16,58384442,58384542
ENSG00000276131,chr16,58392153,58392807
LINC02137,chr16,58421326,58462470
NDRG4,chr16,58462846,58513628
RNU6-103P,chr16,58496908,58497014
ENSG00000289004,chr16,58514886,58515436
SETD6,chr16,58515479,58523842
CNOT1,chr16,58519951,58629885
ENSG00000276259,chr16,58522970,58523842
SNORA46,chr16,58548499,58548633
SNORA50A,chr16,58559796,58559929
SNORA50A,chr16,58559796,58559931
ENSG00000260865,chr16,58597589,58597945
SLC38A7,chr16,58665109,58684770
ENSG00000279889,chr16,58705799,58706297
GOT2,chr16,58707131,58734342
ENSG00000245768,chr16,58733910,59199395
RNU6-1155P,chr16,58744251,58744357
RN7SL143P,chr16,58770524,58770820
GEMIN8P2,chr16,58776540,58777563
RPL12P36,chr16,58825891,58826368
ENSG00000261638,chr16,58847715,58880351
Metazoa_SRP,chr16,59004213,59004494
RPS27P27,chr16,59088837,59089091
ENSG00000261144,chr16,59166951,59167152
RNU4-58P,chr16,59540126,59540266
DUXAP11,chr16,59655602,59656336
APOOP5,chr16,59709993,59755026
LINC02141,chr16,59855353,60053973
ENSG00000261278,chr16,60024578,60025141
ENSG00000261436,chr16,60346478,60499364
ENSG00000261590,chr16,60357214,60357474
NPAP1L,chr16,60358455,60359480
ENSG00000261310,chr16,60486819,60523250
GNPATP,chr16,60654235,60656649
ENSG00000261178,chr16,60925733,60928541
RPS27AP16,chr16,61055399,61055964
ENSG00000286653,chr16,61638233,61642577
CDH8,chr16,61647242,62037035
ENSG00000260600,chr16,61691756,61693750
RN7SKP76,chr16,61743154,61743476
CDH8-AS1,chr16,61918321,61940697
RNU6-21P,chr16,62187540,62187646
ENSG00000280261,chr16,62342420,62342557
ENSG00000237901,chr16,62357371,62357746
ENSG00000231589,chr16,62596372,62598449
ENSG00000260332,chr16,62808222,62808706
ENSG00000261502,chr16,63056786,63129654
ENSG00000269986,chr16,63066526,63066990
UBE2FP2,chr16,63180610,63181071
ENSG00000260658,chr16,63314264,63618046
RPS15AP34,chr16,63350763,63351149
ENSG00000261743,chr16,63368844,63369456
ENSG00000279225,chr16,63397707,63397946
ENSG00000259864,chr16,63703483,63703665
LINC02165,chr16,63730205,63755884
ENSG00000261653,chr16,63935778,63936906
ENSG00000260715,chr16,64155169,64156574
ENSG00000261028,chr16,64242608,64343909
ENSG00000260668,chr16,64260570,64261239
ENSG00000259846,chr16,64364781,64600247
PPIAP48,chr16,64735925,64737283
ENSG00000260068,chr16,64738323,64738564
CDH11,chr16,64943753,65126112
ENSG00000278893,chr16,64981123,64983227
LINC02126,chr16,65141751,65176713
ENSG00000260834,chr16,65190973,65234933
ENSG00000260364,chr16,65233056,65432820
LINC00922,chr16,65284496,65576345
ENSG00000261818,chr16,65580668,65646947
ENSG00000260004,chr16,65601101,65601698
ENSG00000260695,chr16,65861112,65863784
ENSG00000261234,chr16,65938189,65938453
RNA5SP428,chr16,66301809,66301940
ENSG00000286928,chr16,66327349,66335138
CDH5,chr16,66366622,66404784
LINC00920,chr16,66408516,66412135
BEAN1,chr16,66427295,66493529
ENSG00000260146,chr16,66450998,66451351
BEAN1-AS1,chr16,66469796,66481230
ENSG00000260851,chr16,66469812,66517312
TK2,chr16,66508003,66552544
ENSG00000260755,chr16,66509437,66510048
ENSG00000261519,chr16,66549280,66551189
Y_RNA,chr16,66550457,66550567
CKLF,chr16,66552563,66566251
CKLF-CMTM1,chr16,66552587,66579135
ENSG00000277978,chr16,66565620,66566001
CMTM1,chr16,66566393,66579137
ENSG00000289353,chr16,66567156,66568898
CMTM2,chr16,66579448,66588275
ENSG00000260650,chr16,66579983,66580716
CMTM3,chr16,66603874,66613892
CMTM4,chr16,66614750,66696743
DYNC1LI2,chr16,66720893,66751609
ENSG00000260465,chr16,66720897,66731785
ENSG00000287965,chr16,66729152,66741416
ENSG00000260558,chr16,66738238,66739722
DYNC1LI2-DT,chr16,66751752,66754740
TERB1,chr16,66754640,66801620
NAE1,chr16,66802875,66873256
ENSG00000258122,chr16,66841433,66853448
CA7,chr16,66844414,66854153
PDP2,chr16,66878589,66895754
ENSG00000288854,chr16,66899984,66905266
CDH16,chr16,66908122,66918917
RRAD,chr16,66921679,66925536
CIAO2B,chr16,66932065,66934423
CES2,chr16,66934444,66945096
ENSG00000265408,chr16,66942712,66963256
ENSG00000280416,chr16,66944660,66945096
CES3,chr16,66961245,66975149
CES4A,chr16,66988589,67009758
ENSG00000289415,chr16,67000084,67001044
ENSG00000280334,chr16,67006672,67009481
RN7SL543P,chr16,67019519,67019817
CBFB,chr16,67028984,67101058
PHAF1,chr16,67109941,67148544
B3GNT9,chr16,67148104,67150998
TRADD,chr16,67154185,67159909
FBXL8,chr16,67159932,67164570
ENSG00000265690,chr16,67163385,67165815
HSF4,chr16,67164681,67169945
NOL3,chr16,67170154,67175735
KIAA0895L,chr16,67175599,67184040
EXOC3L1,chr16,67184379,67190185
E2F4,chr16,67192155,67198918
ELMO3,chr16,67199111,67204029
MIR328,chr16,67202321,67202395
ENSG00000280163,chr16,67205175,67206849
LRRC29,chr16,67207139,67227048
TMEM208,chr16,67227103,67229278
FHOD1,chr16,67229387,67247481
SLC9A5,chr16,67237683,67272191
ENSG00000262691,chr16,67261108,67263784
PLEKHG4,chr16,67277510,67289499
KCTD19,chr16,67289428,67326760
RN7SKP118,chr16,67321658,67321987
LRRC36,chr16,67326798,67385204
TPPP3,chr16,67389809,67393518
RNU1-123P,chr16,67390691,67390850
ZDHHC1,chr16,67394152,67416833
HSD11B2,chr16,67430652,67437553
ENSG00000261320,chr16,67430667,67431464
ATP6V0D1,chr16,67438014,67481181
ATP6V0D1-DT,chr16,67481314,67505977
AGRP,chr16,67482571,67483547
ENSG00000276075,chr16,67517862,67528760
RIPOR1,chr16,67518418,67546788
ENSG00000261396,chr16,67538557,67540106
ENSG00000259945,chr16,67542123,67542963
ENSG00000260894,chr16,67542304,67542572
ENSG00000261386,chr16,67549214,67563958
ENSG00000280214,chr16,67550815,67552935
CTCF-DT,chr16,67561411,67562309
CTCF,chr16,67562467,67639177
ENSG00000237718,chr16,67614381,67616146
CARMIL2,chr16,67644988,67657569
ACD,chr16,67657512,67660815
PARD6A,chr16,67660946,67662774
ENKD1,chr16,67662945,67667265
C16orf86,chr16,67666814,67668757
GFOD2,chr16,67674531,67719339
RANBP10,chr16,67723070,67806560
ENSG00000270165,chr16,67738588,67739922
ENSG00000289164,chr16,67768822,67769462
TSNAXIP1,chr16,67806765,67832148
CENPT,chr16,67828157,67847811
THAP11,chr16,67842320,67844195
NUTF2,chr16,67846923,67872567
ENSG00000262141,chr16,67855955,67856111
EDC4,chr16,67873052,67884499
ENSG00000263126,chr16,67882461,67886367
NRN1L,chr16,67884885,67888855
PSKH1,chr16,67893254,67929676
CTRL,chr16,67927640,67932365
ENSG00000261884,chr16,67929614,67936017
PSMB10,chr16,67934506,67936864
LCAT,chr16,67939750,67944131
SLC12A4,chr16,67943474,67969601
DPEP3,chr16,67975663,67980549
DPEP2,chr16,67987394,68000586
DUS2,chr16,67987746,68079320
ENSG00000289618,chr16,67999046,67999343
KARS1P3,chr16,68002432,68004952
DPEP2NB,chr16,68013436,68015911
RNU6-359P,chr16,68017710,68017817
DDX28,chr16,68020916,68023232
ENSG00000261864,chr16,68077340,68122271
NFATC3,chr16,68084751,68229259
Y_RNA,chr16,68089449,68089543
ENSG00000212445,chr16,68189287,68189421
ENSG00000262514,chr16,68199795,68200981
ENSG00000279621,chr16,68199841,68200981
RPS12P27,chr16,68209442,68209778
ENSG00000260891,chr16,68212401,68221671
ENSG00000263276,chr16,68224713,68227734
ENSG00000262160,chr16,68225969,68229145
ESRP2,chr16,68229033,68238102
MIR6773,chr16,68233426,68233499
ENSG00000261469,chr16,68236845,68237667
PLA2G15,chr16,68245304,68261058
ENSG00000260441,chr16,68256162,68260443
SLC7A6,chr16,68264516,68301823
RNU6-1262P,chr16,68284223,68284318
SLC7A6OS,chr16,68284503,68310946
ENSG00000279649,chr16,68290087,68292790
PRMT7,chr16,68310951,68360852
ENSG00000259797,chr16,68316801,68319036
RNU4-30P,chr16,68329387,68329529
SMPD3,chr16,68358327,68448508
ENSG00000279693,chr16,68367325,68370262
ENSG00000287760,chr16,68448843,68450002
ENSG00000274698,chr16,68450283,68452318
Y_RNA,chr16,68474553,68474664
RPL35AP33,chr16,68477237,68477570
ZFP90,chr16,68530090,68576072
RNU4-36P,chr16,68535515,68535658
ENSG00000260084,chr16,68573782,68589512
ENSG00000275383,chr16,68591382,68594424
ENSG00000252040,chr16,68630223,68630354
ENSG00000252640,chr16,68630851,68630968
CDH3,chr16,68636189,68727468
ENSG00000260577,chr16,68644248,68646168
ENSG00000260860,chr16,68651056,68651948
HSPE1P5,chr16,68686399,68686670
CDH1,chr16,68737292,68835537
RNA5SP429,chr16,68742480,68742588
ENSG00000260798,chr16,68814330,68823526
FTLP14,chr16,68822587,68823070
TANGO6,chr16,68843531,69085182
Y_RNA,chr16,68885576,68885677
U7,chr16,68926894,68926957
ENSG00000260999,chr16,68927547,68948261
ENSG00000266801,chr16,68933820,68937725
RNU6-898P,chr16,69007052,69007155
ENSG00000271129,chr16,69025860,69026643
RPS2P45,chr16,69033675,69036042
HAS3,chr16,69105653,69118719
CHTF8,chr16,69118010,69132588
DERPC,chr16,69118010,69132588
UTP4,chr16,69131291,69231130
RNU6-22P,chr16,69175671,69175777
SNTB2,chr16,69187147,69309052
Y_RNA,chr16,69191123,69191223
ENSG00000265113,chr16,69240549,69241929
ENSG00000260914,chr16,69299682,69322700
VPS4A,chr16,69311350,69326939
COG8,chr16,69320140,69339583
PDF,chr16,69326913,69330588
ENSG00000272617,chr16,69328644,69334871
ENSG00000260371,chr16,69335091,69356306
ENSG00000259900,chr16,69335276,69351730
NIP7,chr16,69337996,69343106
TMED6,chr16,69343250,69351786
TERF2,chr16,69355567,69408571
CYB5B,chr16,69398402,69466264
ENSG00000261527,chr16,69443240,69444290
ENSG00000260108,chr16,69463844,69466264
NFAT5,chr16,69565094,69704666
MIR1538,chr16,69565808,69565868
ENSG00000274093,chr16,69632141,69632571
ENSG00000260772,chr16,69703065,69704652
NQO1,chr16,69706996,69726668
ENSG00000261602,chr16,69709874,69710583
NQO1-DT,chr16,69726768,69742563
NOB1,chr16,69741871,69754926
ENSG00000260290,chr16,69756536,69757937
WWP2,chr16,69762328,69941741
SNORA62,chr16,69785994,69786113
MIR140,chr16,69933081,69933180
CLEC18A,chr16,69950705,69964452
ENSG00000277003,chr16,69975238,69975344
PDXDC2P-NPIPB14P,chr16,69976297,70065948
NPIPB14P,chr16,69976388,69996188
PDXDC2P,chr16,70010751,70065945
MIR1972-2,chr16,70030346,70030422
ENSG00000241183,chr16,70079129,70079624
PDPR,chr16,70114332,70162537
ENSG00000247228,chr16,70138337,70173483
CLEC18C,chr16,70173322,70187361
ENSG00000261145,chr16,70202354,70202459
SMG1P7,chr16,70219574,70246612
EXOSC6,chr16,70246778,70251940
AARS1,chr16,70251983,70289707
RN7SL279P,chr16,70276069,70276352
DDX19B,chr16,70289663,70335305
ENSG00000260537,chr16,70299194,70372582
DDX19A-DT,chr16,70315442,70346806
DDX19A,chr16,70346861,70373383
ENSG00000285710,chr16,70349085,70372166
ST3GAL2,chr16,70375977,70439237
ENSG00000260111,chr16,70379457,70399502
RPS27P26,chr16,70444674,70444912
RNU6-23P,chr16,70445293,70445399
FCSK,chr16,70454595,70480274
COG4,chr16,70480568,70523560
SF3B3,chr16,70523791,70577670
SNORD111B,chr16,70529509,70529588
SNORD111,chr16,70538005,70538098
IL34,chr16,70579895,70660682
MTSS2,chr16,70661204,70686053
ENSG00000279569,chr16,70661667,70665836
VAC14,chr16,70687439,70801160
ENSG00000279412,chr16,70713987,70716890
ENSG00000260156,chr16,70747057,70747926
VAC14-AS1,chr16,70755035,70773251
ENSG00000279815,chr16,70768356,70768785
ENSG00000279122,chr16,70768967,70770221
ENSG00000279123,chr16,70778433,70779145
HYDIN,chr16,70802084,71230722
RNU6ATAC25P,chr16,70852698,70852814
ENSG00000259833,chr16,71080866,71093667
ENSG00000259798,chr16,71113352,71114000
CMTR2,chr16,71281389,71289715
ENSG00000261260,chr16,71288775,71309963
CALB2,chr16,71358713,71390436
LINC02136,chr16,71366933,71426464
ENSG00000262120,chr16,71420483,71421518
TLE7,chr16,71429980,71442054
ENSG00000262008,chr16,71443055,71443856
ZNF23,chr16,71447597,71463095
ENSG00000261611,chr16,71447600,71489311
ENSG00000247324,chr16,71462278,71465941
ZNF19,chr16,71464555,71565089
ENSG00000260520,chr16,71513863,71517849
CHST4,chr16,71525233,71538748
ENSG00000260015,chr16,71539834,71541825
RNU6-1061P,chr16,71563430,71563528
TAT-AS1,chr16,71564952,71578187
TAT,chr16,71565660,71577092
ENSG00000260593,chr16,71623708,71626816
MARVELD3,chr16,71626161,71642114
PHLPP2,chr16,71637835,71724701
ENSG00000260185,chr16,71655027,71664212
RNU6-208P,chr16,71666091,71666197
SNORA70D,chr16,71698567,71698701
ENSG00000261513,chr16,71723180,71724230
ENSG00000260612,chr16,71726975,71727992
AP1G1,chr16,71729000,71809201
SNORD71,chr16,71758402,71758487
ENSG00000283057,chr16,71777603,71777834
ATXN1L,chr16,71808439,71885268
ENSG00000262140,chr16,71833787,71835932
IST1,chr16,71845996,71931199
ENSG00000279592,chr16,71859680,71860676
ZNF821,chr16,71859680,71895336
ENSG00000261765,chr16,71881553,71882273
PKD1L3,chr16,71929538,72000402
RPL39P31,chr16,71991151,71991305
ENSG00000263311,chr16,72004239,72004803
ATP5F1AP3,chr16,72005037,72006543
DHODH,chr16,72008588,72027664
TXNL4B,chr16,72044289,72094431
HP,chr16,72054505,72061055
HPR,chr16,72063148,72077246
ENSG00000260252,chr16,72084857,72087443
DHX38,chr16,72093613,72112912
PMFBP1,chr16,72112157,72176878
ENSG00000261673,chr16,72224565,72225144
LINC01572,chr16,72236281,72665014
ENSG00000261774,chr16,72278268,72278568
U6,chr16,72376704,72376760
ENSG00000260664,chr16,72425633,72533892
ENSG00000259768,chr16,72665123,72828293
RNU7-90P,chr16,72673503,72673564
KRT18P18,chr16,72728616,72729894
ENSG00000279206,chr16,72772673,72773272
ZFHX3,chr16,72782885,73891871
ENSG00000259209,chr16,72805998,72809872
RNU7-71P,chr16,72821933,72821992
ENSG00000279757,chr16,72973374,72973832
ENSG00000280092,chr16,73005601,73006141
ENSG00000272330,chr16,73014319,73014476
ENSG00000279591,chr16,73015047,73016016
ENSG00000271009,chr16,73060245,73062316
HCCAT5,chr16,73092349,73099337
ENSG00000284675,chr16,73123296,73137580
ENSG00000261227,chr16,73232055,73233970
ENSG00000279120,chr16,73293866,73294296
LINC01568,chr16,73386771,73504954
ENSG00000260848,chr16,73543927,73569309
ENSG00000283457,chr16,73794057,73809733
ENSG00000259817,chr16,73812560,73816054
RPSAP56,chr16,73940639,73941781
PSMD7-DT,chr16,73943078,74296762
ENSG00000279420,chr16,74053365,74053965
ENSG00000279100,chr16,74150520,74151299
PPIAP49,chr16,74220929,74221427
ENSG00000261248,chr16,74282415,74287519
ENSG00000275236,chr16,74289593,74291052
PSMD7,chr16,74296814,74306288
ENSG00000259972,chr16,74305127,74335346
ENSG00000239763,chr16,74312609,74313390
ENSG00000260884,chr16,74313337,74315634
PDPR2P,chr16,74332402,74368240
ENSG00000261079,chr16,74367462,74369826
NPIPB15,chr16,74376306,74392115
ENSG00000276822,chr16,74393076,74393183
CLEC18B,chr16,74408631,74421478
ENSG00000261170,chr16,74422120,74441937
GLG1,chr16,74447427,74607144
RNU6-237P,chr16,74456541,74456611
Y_RNA,chr16,74463888,74463988
ENSG00000240861,chr16,74552251,74552746
HSPE1P7,chr16,74612596,74613221
RFWD3,chr16,74621399,74666877
TMPOP2,chr16,74667506,74668706
MLKL,chr16,74671855,74700960
FA2H,chr16,74712955,74774831
ENSG00000261458,chr16,74842587,74843883
WDR59,chr16,74871362,75000173
ZNRF1,chr16,74999024,75110994
ENSG00000247033,chr16,75108601,75110712
LDHD,chr16,75111860,75116780
ENSG00000261058,chr16,75119558,75144200
ZFP1,chr16,75148494,75172236
ENSG00000213318,chr16,75192465,75193247
CTRB2,chr16,75204103,75207161
CTRB1,chr16,75218988,75226338
ENSG00000240338,chr16,75226074,75228197
BCAR1,chr16,75228181,75268053
ENSG00000280152,chr16,75245994,75250077
RNU6-758P,chr16,75286712,75286800
CFDP1,chr16,75293698,75433503
ENSG00000259999,chr16,75321890,75325048
ENSG00000261783,chr16,75379818,75381260
ENSG00000252122,chr16,75409332,75409466
ENSG00000261717,chr16,75412684,75464706
ENSG00000274220,chr16,75433836,75436392
TMEM170A,chr16,75443054,75465497
ENSG00000261476,chr16,75458252,75460017
CHST6,chr16,75472052,75495445
ENSG00000203472,chr16,75475896,75495407
ENSG00000273971,chr16,75497948,75498289
TMEM231P1,chr16,75499788,75517260
CHST5,chr16,75528530,75536108
ENSG00000260092,chr16,75528532,75545428
TMEM231,chr16,75536741,75556289
ENSG00000259992,chr16,75541399,75608445
ENSG00000276408,chr16,75556392,75557059
GABARAPL2,chr16,75566375,75577881
ENSG00000276523,chr16,75572185,75572685
ADAT1,chr16,75596868,75623300
KARS1,chr16,75627474,75648643
ENSG00000287194,chr16,75646606,75646681
TERF2IP,chr16,75647773,75761872
ENSG00000284484,chr16,75660227,75677009
DUXB,chr16,75693893,75701461
RN7SL520P,chr16,75698531,75698816
ATP5PBP7,chr16,75709056,75709815
CPHXL,chr16,75714131,75726490
ENSG00000261313,chr16,75838576,75860869
RNA5SP430,chr16,75861048,75861157
ENSG00000260223,chr16,76107283,76147806
ENSG00000260983,chr16,76228379,76262365
RPL18P13,chr16,76235055,76235623
ENSG00000286841,chr16,76264776,76277303
CNTNAP4,chr16,76277278,76560757
ENSG00000287694,chr16,76277288,76819624
RN7SKP233,chr16,76287630,76287739
SNORD33,chr16,76469508,76469595
ENSG00000273659,chr16,76582556,76583098
LINC02125,chr16,76634998,76658478
ENSG00000259995,chr16,76736342,76928169
MIR4719,chr16,76868936,76869019
ENSG00000260797,chr16,76878274,76878936
ENSG00000279856,chr16,77104260,77105297
MON1B,chr16,77190835,77202398
SYCE1L,chr16,77199408,77213215
ENSG00000261063,chr16,77201474,77249957
VN2R10P,chr16,77220406,77221258
ENSG00000260922,chr16,77234877,77299950
ADAMTS18,chr16,77247813,77435034
ENSG00000260701,chr16,77433382,77446798
LINC02131,chr16,77590806,77610681
ENSG00000278862,chr16,77657174,77660570
NUDT7,chr16,77722492,77742260
ENSG00000261707,chr16,77741468,77743000
ENSG00000285538,chr16,77752372,77756681
VAT1L,chr16,77788564,77980107
ENSG00000278926,chr16,77800023,77801714
PPIAP50,chr16,77892422,77892915
ENSG00000261540,chr16,78014683,78059454
CLEC3A,chr16,78022515,78066761
KRT8P22,chr16,78048483,78049897
ENSG00000261776,chr16,78055824,78056927
WWOX,chr16,78099400,79212667
